Entity,Code,Year,"Meat of cattle with the bone, fresh or chilled | 00000867 || Producing or slaughtered animals | 005320 || animals","Meat, goat | 00001017 || Producing or slaughtered animals | 005320 || animals","Meat, chicken | 00001058 || Producing or slaughtered animals | 005321 || animals","Meat, turkey | 00001080 || Producing or slaughtered animals | 005321 || animals","Meat, pig | 00001035 || Producing or slaughtered animals | 005320 || animals","Meat, lamb and mutton | 00000977 || Producing or slaughtered animals | 005320 || animals","Meat, duck | 00001069 || Producing or slaughtered animals | 005321 || animals"
Tanzania,TZA,1999,2400000,2400000,44000000,,312000,880000,1200000
Tanzania,TZA,2000,2100000,2608238,46000000,,315000,885485,1250000
Tanzania,TZA,2001,1900000,2687853,48000000,,320000,892303,1300000
Tanzania,TZA,2002,1920000,2771076,55500000,,322000,899444,1320000
Tanzania,TZA,2003,1950000,2858042,62100000,,325000,1016038,1320000
Tanzania,TZA,2004,1950000,2903153,63600000,,327000,907113,1320000
Tanzania,TZA,2005,2150000,2915169,69600000,,330000,912911,1320000
Tanzania,TZA,2006,2200000,3091990,70600000,,335000,918691,1320000
Tanzania,TZA,2007,1900000,3224544,78000000,,340000,950796,1320000
Tanzania,TZA,2008,2300000,3299442,78000000,,345000,957591,1320000
Tanzania,TZA,2009,2350000,3399252,79000000,,348000,962967,1320000
Tanzania,TZA,2010,2550000,3451093,81700000,,350000,1006455,1320000
Tanzania,TZA,2011,2750000,3932549,94400000,,353000,1770528,1320000
Tanzania,TZA,2012,3050000,4089909,85400000,,360000,1934211,1320000
Tanzania,TZA,2013,3070000,4248264,88200000,,360000,2116588,1320000
Tanzania,TZA,2014,3014575,4482672,92447000,,361681,2406667,1324000
Tanzania,TZA,2015,3135458,4893389,98182000,,364342,1706321,1330000
Tanzania,TZA,2016,3211268,5133030,100468000,,367466,1557373,1326000
Tanzania,TZA,2017,3273111,3231658,103550000,,370682,1348933,1325000
Tanzania,TZA,2018,3348143,3283589,105608000,,371977,1306381,1322000
Tanzania,TZA,2019,3485755,4375086,46136000,,375420,1541300,1328000
Tanzania,TZA,2020,3600237,3395261,111533000,,376813,1564790,1325000
Tanzania,TZA,2021,3689862,3454801,114510000,,378608,1591816,1324000
Tanzania,TZA,2022,3779198,3512132,117550000,,380320,1618931,1323000
Thailand,THA,1961,350000,9300,79000000,,2581333,4050,6500000
Thailand,THA,1962,360000,8050,82000000,,2637309,4050,6700000
Thailand,THA,1963,370000,12300,90000000,,2601207,4500,8000000
Thailand,THA,1964,380000,12150,99000000,,3098000,4500,8200000
Thailand,THA,1965,390000,12000,108000000,,3000000,4500,8500000
Thailand,THA,1966,400000,11700,118000000,,3287000,4500,8600000
Thailand,THA,1967,415000,11270,128000000,,3400000,4855,9000000
Thailand,THA,1968,420000,10800,140000000,,3700000,11895,9200000
Thailand,THA,1969,435000,10500,151000000,,3900000,12000,10000000
Thailand,THA,1970,445000,10200,165000000,,4200000,11700,11500000
Thailand,THA,1971,460000,9900,157000000,,3291943,11400,12000000
Thailand,THA,1972,480000,9600,158000000,,3500000,11100,14000000
Thailand,THA,1973,500000,9300,200000000,,4184204,10800,20000000
Thailand,THA,1974,572000,9000,172000000,,3800000,10500,25000000
Thailand,THA,1975,630000,14470,193000000,,3500000,21400,25300000
Thailand,THA,1976,653000,16055,183000000,,3400000,10000,28000000
Thailand,THA,1977,654000,17740,206000000,,3602425,5895,30600000
Thailand,THA,1978,690000,18940,240000000,,6386109,5565,33300000
Thailand,THA,1979,658000,19950,237000000,,5100000,9525,41333000
Thailand,THA,1980,618900,16670,219000000,,5340000,6540,42667000
Thailand,THA,1981,720000,11270,244000000,,5460000,6400,50000000
Thailand,THA,1982,730000,14665,256000000,,5600000,8100,50000000
Thailand,THA,1983,768490,17555,286000000,,4380000,9835,50000000
Thailand,THA,1984,765000,22093,272000000,,5530000,13460,50800000
Thailand,THA,1985,772000,24240,300000000,,7550000,17360,51900000
Thailand,THA,1986,781000,24100,329000000,,5520000,21800,53000000
Thailand,THA,1987,795000,23920,354000000,,6510000,28550,54900000
Thailand,THA,1988,811000,23560,380000000,,6670000,38640,55000000
Thailand,THA,1989,854400,32410,410000000,,6690000,43300,56700000
Thailand,THA,1990,900645,36130,440000000,,7876000,45155,60865000
Thailand,THA,1991,943573,40810,595203000,,8037480,46830,65022000
Thailand,THA,1992,1318226,47860,723316000,,8666150,55700,65775000
Thailand,THA,1993,1353780,45190,725782000,,9175130,38360,74045000
Thailand,THA,1994,1329844,42323,679798000,,9787500,32580,74000000
Thailand,THA,1995,1271407,40000,699876000,,9778540,28000,64000000
Thailand,THA,1996,1158953,29300,718837000,,10225640,20000,73000000
Thailand,THA,1997,1030094,37600,726648000,,10660000,16000,74000000
Thailand,THA,1998,917398,39300,819775000,,9379000,15000,75000000
Thailand,THA,1999,849556,40000,853564000,,9075303,14800,68020000
Thailand,THA,2000,335923,43300,923830000,,9493407,14000,68333000
Thailand,THA,2001,430902,56600,1003790000,,9716135,16000,70000000
Thailand,THA,2002,371319,53400,1042774000,,10600000,15000,62000000
Thailand,THA,2003,336176,53500,1117075000,,11928000,17000,48000000
Thailand,THA,2004,366499,73500,694359000,,12096000,17000,56540000
Thailand,THA,2005,403856,84500,817239000,,12257436,10282,56670000
Thailand,THA,2006,448176,80000,849881000,,13314567,11370,56600000
Thailand,THA,2007,506549,110000,879981000,,13544699,13138,57000000
Thailand,THA,2008,546854,93000,920754000,,12087851,18526,51000000
Thailand,THA,2009,584784,95000,917263000,,11770533,14492,51500000
Thailand,THA,2010,620245,95000,970943000,,12099175,8578,51500000
Thailand,THA,2011,565272,105000,994319000,,11886122,5157,51000000
Thailand,THA,2012,1026491,121000,1150952000,,12828363,11902,23768000
Thailand,THA,2013,995207,123000,1202385000,,13071563,23490,24020000
Thailand,THA,2014,974708,122175,1308900000,,12822990,10086,24234000
Thailand,THA,2015,960000,116269,1213208000,,12612936,12107,29643000
Thailand,THA,2016,950000,117707,1215636000,,12228426,14041,26660000
Thailand,THA,2017,940000,119459,1242128000,,12395716,14454,27035000
Thailand,THA,2018,950000,119426,1211752000,,12051578,12864,27620000
Thailand,THA,2019,884381,123534,1234052000,,11973600,13165,28828000
Thailand,THA,2020,924794,122405,1252713000,,11870965,13211,27406000
Thailand,THA,2021,919725,123288,1276159000,,11845670,12842,28005000
Thailand,THA,2022,909633,122569,1299615000,,11827495,12364,27614000
Togo,TGO,1961,23124,90000,1200000,,88503,91544,
Togo,TGO,1962,22109,100000,1150000,,94121,99197,
Togo,TGO,1963,23115,105000,1400000,,99903,105210,
Togo,TGO,1964,30975,110000,1600000,,111494,117850,
Togo,TGO,1965,31115,130000,1700000,,112875,123419,
Togo,TGO,1966,31300,135000,2000000,,112000,137000,
Togo,TGO,1967,33000,129000,2100000,,108000,145000,
Togo,TGO,1968,29000,133000,2150000,,121000,142000,
Togo,TGO,1969,31200,122000,2150000,,115000,136000,
Togo,TGO,1970,34800,131000,2270000,,97500,135000,
Togo,TGO,1971,29300,107000,2360000,,102000,112500,
Togo,TGO,1972,30700,148000,2470000,,109000,148000,
Togo,TGO,1973,35700,153000,2350000,,123000,141000,
Togo,TGO,1974,35000,166000,2700000,,122500,150000,
Togo,TGO,1975,38400,177000,2800000,,128000,166000,
Togo,TGO,1976,33000,178000,2600000,,135000,167000,
Togo,TGO,1977,31500,173000,2750000,,127000,152000,
Togo,TGO,1978,29500,187000,3450000,,129000,161000,
Togo,TGO,1979,31500,171000,2700000,,127000,142000,
Togo,TGO,1980,30500,129000,2450000,,104000,120000,
Togo,TGO,1981,36000,116000,2300000,,116000,127000,
Togo,TGO,1982,40000,174000,2600000,,116000,150000,
Togo,TGO,1983,32000,167000,3100000,,114000,125000,
Togo,TGO,1984,37500,184000,3400000,,111000,145000,
Togo,TGO,1985,39000,212000,3150000,,159000,155000,
Togo,TGO,1986,37000,250000,6900000,,118000,219000,
Togo,TGO,1987,40000,293000,7100000,,122000,223000,
Togo,TGO,1988,37500,410000,7200000,,192000,240000,
Togo,TGO,1989,42500,384000,8250000,,215000,245000,
Togo,TGO,1990,41600,520000,9250000,,185000,275000,
Togo,TGO,1991,36500,445000,9300000,,221000,233000,
Togo,TGO,1992,35000,334000,9350000,,225500,175000,
Togo,TGO,1993,36490,302000,9400000,,223000,158000,
Togo,TGO,1994,45400,278000,9000000,,219000,145500,
Togo,TGO,1995,44620,228000,9200000,,172000,110500,
Togo,TGO,1996,52900,310000,9350000,,150000,185000,
Togo,TGO,1997,52100,344000,10600000,,171000,231000,
Togo,TGO,1998,49165,362000,11700000,,189750,256000,
Togo,TGO,1999,53740,380000,12500000,,206250,284000,
Togo,TGO,2000,52960,399000,15000000,,216700,319337,
Togo,TGO,2001,65220,406000,16300000,,227150,333606,
Togo,TGO,2002,64500,409000,17500000,,238700,323778,
Togo,TGO,2003,59800,410000,18900000,,250800,327966,
Togo,TGO,2004,62900,417375,20400000,,262900,370125,
Togo,TGO,2005,65600,510000,22000000,,276100,450000,
Togo,TGO,2006,66600,531000,23800000,,289850,471150,
Togo,TGO,2007,68250,534000,25700000,,304700,474870,
Togo,TGO,2008,70400,534300,25170000,,320320,474900,
Togo,TGO,2009,72680,561000,32470000,,336740,497220,
Togo,TGO,2010,74000,574655,17394000,,350000,509894,
Togo,TGO,2011,75000,598317,18266000,,360000,533859,
Togo,TGO,2012,77000,600000,19180000,,427384,333593,
Togo,TGO,2013,78500,650000,20715000,,513320,450000,
Togo,TGO,2014,73359,731083,18263000,,596809,496192,
Togo,TGO,2015,65293,773423,19733000,,605748,440009,
Togo,TGO,2016,56535,718559,21321000,,617013,374364,
Togo,TGO,2017,45064,600167,23040000,,626002,327378,
Togo,TGO,2018,45309,626000,24481000,,634247,341459,
Togo,TGO,2019,45970,674333,26903000,,651290,367842,
Togo,TGO,2020,49978,956680,28543000,,670120,197593,
Togo,TGO,2021,52302,1033215,31139000,,687767,203072,
Togo,TGO,2022,74232,1115872,35554000,,700528,216562,
Tokelau,TKL,1961,,,2000,,150,,
Tokelau,TKL,1962,,,2000,,150,,
Tokelau,TKL,1963,,,2000,,109,,
Tokelau,TKL,1964,,,3000,,425,,
Tokelau,TKL,1965,,,3000,,420,,
Tokelau,TKL,1966,,,3000,,420,,
Tokelau,TKL,1967,,,3000,,420,,
Tokelau,TKL,1968,,,3000,,425,,
Tokelau,TKL,1969,,,3000,,430,,
Tokelau,TKL,1970,,,4000,,435,,
Tokelau,TKL,1971,,,4000,,440,,
Tokelau,TKL,1972,,,4000,,450,,
Tokelau,TKL,1973,,,4000,,451,,
Tokelau,TKL,1974,,,4000,,470,,
Tokelau,TKL,1975,,,4000,,500,,
Tokelau,TKL,1976,,,4000,,450,,
Tokelau,TKL,1977,,,4000,,450,,
Tokelau,TKL,1978,,,5000,,520,,
Tokelau,TKL,1979,,,5000,,550,,
Tokelau,TKL,1980,,,5000,,570,,
Tokelau,TKL,1981,,,5000,,600,,
Tokelau,TKL,1982,,,6000,,620,,
Tokelau,TKL,1983,,,6000,,640,,
Tokelau,TKL,1984,,,6000,,600,,
Tokelau,TKL,1985,,,6000,,620,,
Tokelau,TKL,1986,,,6000,,640,,
Tokelau,TKL,1987,,,6000,,660,,
Tokelau,TKL,1988,,,6000,,670,,
Tokelau,TKL,1989,,,6000,,680,,
Tokelau,TKL,1990,,,6000,,690,,
Tokelau,TKL,1991,,,6000,,650,,
Tokelau,TKL,1992,,,6000,,650,,
Tokelau,TKL,1993,,,6000,,650,,
Tokelau,TKL,1994,,,6000,,654,,
Tokelau,TKL,1995,,,6000,,650,,
Tokelau,TKL,1996,,,6000,,650,,
Tokelau,TKL,1997,,,6000,,650,,
Tokelau,TKL,1998,,,6000,,650,,
Tokelau,TKL,1999,,,6000,,650,,
Tokelau,TKL,2000,,,6000,,650,,
Tokelau,TKL,2001,,,6000,,650,,
Tokelau,TKL,2002,,,6000,,650,,
Tokelau,TKL,2003,,,6000,,650,,
Tokelau,TKL,2004,,,6000,,650,,
Tokelau,TKL,2005,,,6000,,649,,
Tokelau,TKL,2006,,,6000,,650,,
Tokelau,TKL,2007,,,6000,,650,,
Tokelau,TKL,2008,,,6000,,650,,
Tokelau,TKL,2009,,,6000,,650,,
Tokelau,TKL,2010,,,6000,,650,,
Tokelau,TKL,2011,,,6000,,650,,
Tokelau,TKL,2012,,,6000,,647,,
Tokelau,TKL,2013,,,6000,,645,,
Tokelau,TKL,2014,,,6000,,648,,
Tokelau,TKL,2015,,,6000,,648,,
Tokelau,TKL,2016,,,6000,,648,,
Tokelau,TKL,2017,,,6000,,728,,
Tokelau,TKL,2018,,,6000,,889,,
Tokelau,TKL,2019,,,6000,,1155,,
Tokelau,TKL,2020,,,6000,,1539,,
Tokelau,TKL,2021,,,6000,,1922,,
Tokelau,TKL,2022,,,6000,,1539,,
Tonga,TON,1961,360,500,54000,,12000,,
Tonga,TON,1962,360,500,70000,,17000,,
Tonga,TON,1963,370,600,66000,,18000,,
Tonga,TON,1964,570,650,72000,,19000,,
Tonga,TON,1965,360,600,80000,,20500,,
Tonga,TON,1966,350,650,92000,,24000,,
Tonga,TON,1967,320,700,140000,,22000,,
Tonga,TON,1968,330,800,170000,,23500,,
Tonga,TON,1969,400,800,120000,,25000,,
Tonga,TON,1970,320,800,100000,,27000,,
Tonga,TON,1971,380,800,135000,,27000,,
Tonga,TON,1972,420,800,50000,,28500,,
Tonga,TON,1973,460,800,50000,,29000,,
Tonga,TON,1974,470,840,60000,,32000,,
Tonga,TON,1975,970,1460,123000,,36000,,
Tonga,TON,1976,980,1500,200000,,39000,,
Tonga,TON,1977,980,1700,100000,,40000,,
Tonga,TON,1978,1000,2000,170000,,41000,,
Tonga,TON,1979,1000,2400,155000,,42000,,
Tonga,TON,1980,1100,2800,130000,,43000,,
Tonga,TON,1981,1190,3200,190000,,41000,,
Tonga,TON,1982,1270,2600,260000,,38000,,
Tonga,TON,1983,1300,2300,180000,,36000,,
Tonga,TON,1984,1320,2300,190000,,35500,,
Tonga,TON,1985,1300,2300,260000,,35500,,
Tonga,TON,1986,1400,2400,300000,,36000,,
Tonga,TON,1987,1500,2500,330000,,36500,,
Tonga,TON,1988,1600,2600,360000,,37000,,
Tonga,TON,1989,1800,1900,270000,,35000,,
Tonga,TON,1990,1600,2000,250000,,35000,,
Tonga,TON,1991,1500,2100,250000,,35000,,
Tonga,TON,1992,1500,2100,260000,,35000,,
Tonga,TON,1993,1400,2100,265000,,34000,,
Tonga,TON,1994,1400,1800,265000,,34000,,
Tonga,TON,1995,1400,1800,326000,,34000,,
Tonga,TON,1996,3400,1700,360000,,34000,,
Tonga,TON,1997,1400,1600,360000,,34000,,
Tonga,TON,1998,1400,1600,360000,,34000,,
Tonga,TON,1999,1600,1650,360000,,34000,,
Tonga,TON,2000,1800,1650,360000,,34000,,
Tonga,TON,2001,1800,1650,360000,,34000,,
Tonga,TON,2002,1800,1650,360000,,34000,,
Tonga,TON,2003,1800,1650,360000,,34000,,
Tonga,TON,2004,1800,1650,360000,,33920,,
Tonga,TON,2005,1800,1650,360000,,34000,,
Tonga,TON,2006,1850,1700,370000,,34000,,
Tonga,TON,2007,1900,1750,380000,,34300,,
Tonga,TON,2008,1900,1750,380000,,34300,,
Tonga,TON,2009,1900,1750,374000,,34300,,
Tonga,TON,2010,1842,1692,345000,,34535,,
Tonga,TON,2011,1839,1687,348000,,34699,,
Tonga,TON,2012,1950,1737,368000,,35400,,
Tonga,TON,2013,1889,1800,368000,,35569,,
Tonga,TON,2014,1848,1795,365000,,36016,,
Tonga,TON,2015,1819,1804,364000,,36055,,
Tonga,TON,2016,1825,1792,365000,,36228,,
Tonga,TON,2017,1856,1812,366000,,36420,,
Tonga,TON,2018,1861,1825,366000,,36207,,
Tonga,TON,2019,1868,1844,368000,,36304,,
Tonga,TON,2020,1861,1868,366000,,36498,,
Tonga,TON,2021,1859,1889,366000,,36644,,
Tonga,TON,2022,1856,1867,365000,,36791,,
Trinidad and Tobago,TTO,1961,9916,14300,5420000,,32000,5000,
Trinidad and Tobago,TTO,1962,9682,13000,5830000,,32000,3700,
Trinidad and Tobago,TTO,1963,9469,13700,6260000,,32000,4800,
Trinidad and Tobago,TTO,1964,9215,14200,7840000,,34000,5200,
Trinidad and Tobago,TTO,1965,9219,14800,8790000,,35000,6300,
Trinidad and Tobago,TTO,1966,10001,14500,9600000,,36200,5500,
Trinidad and Tobago,TTO,1967,9215,15100,10420000,,39500,4800,
Trinidad and Tobago,TTO,1968,8393,15300,11220000,,43000,5200,
Trinidad and Tobago,TTO,1969,8763,15700,11000000,,45200,6500,
Trinidad and Tobago,TTO,1970,9140,16900,11503000,,47100,4200,
Trinidad and Tobago,TTO,1971,9724,17100,11595000,,51000,5000,
Trinidad and Tobago,TTO,1972,9479,17300,10884000,,51000,5300,
Trinidad and Tobago,TTO,1973,9606,18000,10532000,,52800,5800,
Trinidad and Tobago,TTO,1974,8366,20000,11162000,,51000,6000,
Trinidad and Tobago,TTO,1975,6662,21000,15555000,,52000,6200,
Trinidad and Tobago,TTO,1976,7200,21500,16152000,,53000,7400,
Trinidad and Tobago,TTO,1977,7300,22000,19887000,,58400,8200,
Trinidad and Tobago,TTO,1978,8000,22300,20341000,,54200,8200,
Trinidad and Tobago,TTO,1979,11000,23000,16092000,,50000,8000,
Trinidad and Tobago,TTO,1980,11235,23500,14087000,,48991,7784,
Trinidad and Tobago,TTO,1981,10308,24200,14535000,,53486,8221,
Trinidad and Tobago,TTO,1982,9500,25000,21463000,,54960,7026,
Trinidad and Tobago,TTO,1983,8000,25500,18724000,,64000,7700,
Trinidad and Tobago,TTO,1984,7800,25000,17420000,,65000,7000,
Trinidad and Tobago,TTO,1985,7000,25000,17581000,,62000,7000,
Trinidad and Tobago,TTO,1986,7100,25000,14870000,,53000,7000,
Trinidad and Tobago,TTO,1987,7500,25000,15797000,,62000,5500,
Trinidad and Tobago,TTO,1988,10000,25000,13795000,,55000,6000,
Trinidad and Tobago,TTO,1989,9993,25000,15200000,,41500,3000,
Trinidad and Tobago,TTO,1990,8040,25000,16000000,,44500,1500,
Trinidad and Tobago,TTO,1991,8020,25000,17000000,,44000,2800,
Trinidad and Tobago,TTO,1992,6593,25000,16000000,,44700,2000,
Trinidad and Tobago,TTO,1993,6713,25000,19000000,,34600,890,
Trinidad and Tobago,TTO,1994,7653,25000,17000000,,34500,890,
Trinidad and Tobago,TTO,1995,7833,25000,19500000,,35000,890,
Trinidad and Tobago,TTO,1996,8066,25000,19500000,,36000,890,
Trinidad and Tobago,TTO,1997,7120,25000,17700000,,38000,930,
Trinidad and Tobago,TTO,1998,6085,25000,17200000,,37500,890,
Trinidad and Tobago,TTO,1999,6547,25000,19000000,,42800,890,
Trinidad and Tobago,TTO,2000,5400,25000,24300000,,42325,900,
Trinidad and Tobago,TTO,2001,5490,25000,30500000,,50980,1050,
Trinidad and Tobago,TTO,2002,5725,25150,38500000,,68255,1350,
Trinidad and Tobago,TTO,2003,5080,25150,34807000,,66012,1300,
Trinidad and Tobago,TTO,2004,5100,25200,35500000,,68000,1350,
Trinidad and Tobago,TTO,2005,5100,25500,35500000,,68000,1350,
Trinidad and Tobago,TTO,2006,3800,23936,31918000,,73282,6569,
Trinidad and Tobago,TTO,2007,3300,17747,32652000,,73733,8700,
Trinidad and Tobago,TTO,2008,4500,13982,33140000,,72067,4160,
Trinidad and Tobago,TTO,2009,7800,5667,35499000,,71100,15130,
Trinidad and Tobago,TTO,2010,7700,3478,35664000,,63843,15450,
Trinidad and Tobago,TTO,2011,6500,2865,34220000,,55836,8750,
Trinidad and Tobago,TTO,2012,6621,2600,35000000,,46053,7599,
Trinidad and Tobago,TTO,2013,6720,4260,36500000,,33057,9800,
Trinidad and Tobago,TTO,2014,6365,1907,34163000,,19837,8728,
Trinidad and Tobago,TTO,2015,5788,3901,33087000,,20935,8912,
Trinidad and Tobago,TTO,2016,6029,3277,31708000,,15799,9154,
Trinidad and Tobago,TTO,2017,6061,3073,33267000,,16861,9374,
Trinidad and Tobago,TTO,2018,6800,2917,31899000,,33593,8000,
Trinidad and Tobago,TTO,2019,7300,3107,33652000,,39798,6833,
Trinidad and Tobago,TTO,2020,6790,5576,32686000,,28236,14439,
Trinidad and Tobago,TTO,2021,6137,2911,30345000,,35745,14667,
Trinidad and Tobago,TTO,2022,5982,2071,33004000,,33760,11833,
Tunisia,TUN,1961,140000,275000,6600000,0,1100,1800000,
Tunisia,TUN,1962,135000,250000,6700000,0,1800,1700000,
Tunisia,TUN,1963,130000,230000,6800000,0,1800,1800000,
Tunisia,TUN,1964,132290,214000,7000000,0,1800,2000000,
Tunisia,TUN,1965,144600,264100,7150000,0,2230,2000000,
Tunisia,TUN,1966,171044,368000,7150000,0,2035,2136000,
Tunisia,TUN,1967,171606,291000,8670000,0,2211,1988000,
Tunisia,TUN,1968,172632,252000,9500000,0,1760,1629000,
Tunisia,TUN,1969,174000,194000,10320000,0,1490,1838000,
Tunisia,TUN,1970,165460,335000,11000000,0,1830,1749000,
Tunisia,TUN,1971,186451,460000,12100000,0,2640,1939000,
Tunisia,TUN,1972,197071,520000,14000000,0,1620,2061000,
Tunisia,TUN,1973,212840,383000,16500000,0,1570,2172000,
Tunisia,TUN,1974,231805,421000,16500000,0,1390,2312000,
Tunisia,TUN,1975,251750,421000,16500000,0,1470,2428000,
Tunisia,TUN,1976,255617,734000,19720000,0,1500,2900000,
Tunisia,TUN,1977,295953,667000,24750000,0,700,2865000,
Tunisia,TUN,1978,275451,581000,29060000,0,700,2550000,
Tunisia,TUN,1979,190937,428000,32000000,0,1300,1942000,
Tunisia,TUN,1980,241794,489000,33000000,0,1759,2271000,
Tunisia,TUN,1981,202800,432000,33750000,0,2240,2139000,
Tunisia,TUN,1982,187100,400000,41700000,0,1765,2216000,
Tunisia,TUN,1983,176400,430000,31250000,0,1196,2320000,
Tunisia,TUN,1984,192000,523000,35830000,110000,1600,2409000,
Tunisia,TUN,1985,202000,550000,37920000,220000,1600,2628000,
Tunisia,TUN,1986,215000,600000,36600000,360000,1600,2637000,
Tunisia,TUN,1987,215000,680000,34400000,515000,1600,3000000,
Tunisia,TUN,1988,185700,655000,37100000,580000,1234,3198000,
Tunisia,TUN,1989,196000,700000,39700000,1100000,2304,3126000,
Tunisia,TUN,1990,187300,744000,41000000,930000,3427,3169500,
Tunisia,TUN,1991,191400,773000,41000000,900000,3000,3213000,
Tunisia,TUN,1992,209000,770000,41500000,2300000,3000,3145000,
Tunisia,TUN,1993,212000,780000,49000000,2800000,3300,3190000,
Tunisia,TUN,1994,230000,780000,43000000,3000000,3000,3000000,
Tunisia,TUN,1995,230000,720000,43000000,2700000,3150,3350000,
Tunisia,TUN,1996,240000,750000,48000000,3050000,3000,3650000,
Tunisia,TUN,1997,253000,760000,54000000,3700000,3150,3600000,
Tunisia,TUN,1998,255000,750000,58000000,3650000,3100,3800000,
Tunisia,TUN,1999,265000,790000,62000000,4000000,3100,3850000,
Tunisia,TUN,2000,275000,850000,67000000,5150000,3300,4100000,
Tunisia,TUN,2001,275000,850000,65000000,5350000,3100,4000000,
Tunisia,TUN,2002,275000,860000,68000000,4900000,3100,3950000,
Tunisia,TUN,2003,240000,820000,68000000,5000000,3100,3850000,
Tunisia,TUN,2004,225000,840000,72000000,5000000,3100,4000000,
Tunisia,TUN,2005,230000,850000,72000000,5174000,3100,4200000,
Tunisia,TUN,2006,235000,890000,68000000,4446000,3450,4300000,
Tunisia,TUN,2007,240000,920000,74500000,6301000,3100,4400000,
Tunisia,TUN,2008,251130,840000,76500000,6350000,3100,3950000,
Tunisia,TUN,2009,303570,820000,76500000,6700000,3100,3800000,
Tunisia,TUN,2010,256520,790000,87000000,7800000,2900,3850000,
